ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,uptrend,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,price_wash_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
NTP,HNX,Xây dựng và Vật liệu,11289.0,26.9,2.9,3.1,3.0,4.4,0.0,0.9,,51.0,30.0,17.2,0.7,11.2,2.8,9.9,4.9,,Giá nằm trên SMA(20),9.29,3.89,31.51,4.37,31.0,16.0,0.5,24.57,25.06,15.51,61.0,86.0,38.0,76.0,21.12,Mua > Bán,66.0,56.6,17.69,65.0,Mua,Mua mạnh,32.0,,1.0,5885.0,MACD Histogram > 0 và giảm dần,1.0,0.9,1.4,1.2,,Giá nằm trên SMA(50),,,,,,Trung tính,1.38,5.1,,-1.35,5.1,39.28,244.94,Có,55.0,-15.7,-25.5,1006.6,34.0,18.5,49.9,34.5,-8.1,-5.7,65.2,4306.2,Giá nằm trên SMA(100),,-1.35,307.5,349.1,228.9,274.6,69.1,13.0,-19.1,-19.6,0.2,258.0,1610.0,1.7,16.1,,,,47.2,123.73,4029.0,5885.0,11.2,3.3,4.1,2.5
NTT,UPCOM,Hàng cá nhân & Gia dụng,251.0,17.9,,2.1,3.3,2.2,0.3,-0.2,,,1.7,,,7.0,1.2,9.3,0.0,,,53.87,3.42,,,10.93,2.65,2.5,0.01,0.0,0.0,,,,,,,,,0.0,,,,0.0,3.0,,1524.0,,,,,,,,,,,,,,,,,,,,,Không,20.0,-184.4,-36.1,35.8,37.5,53.4,-36.5,117.4,,,,,,,,,,,,88.0,1.0,,,,,,,3.0,,,,,,,1524.0,,,,
NTW,UPCOM,"Điện, nước & xăng dầu khí đốt",,,2.5,1.6,3.5,3.4,0.2,0.2,,,15.8,,,,,,,,,,,16.37,-3.4,,,,0.0,0.0,0.0,90.0,75.0,68.0,13.0,,,,,0.07,62.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,35.0,,,,,,,,,,,,,,,,,,,56.3,,,,,,,,,,,,,,,,,,,
NUE,UPCOM,Hàng & Dịch vụ Công nghiệp,,,,1.7,,3.4,0.1,0.2,,100.0,50.6,67500.0,,,,,,,Giá nằm trên SMA(20),,,0.39,0.84,,,,0.0,0.0,0.0,,,,,0.01,,10.3,50.4,0.01,,,Mua mạnh,0.0,0.0,0.0,,MACD Histogram > 0 và tăng dần,250.0,2.5,3.7,1.3,,Giá nằm trên SMA(50),,,,,,Trung tính,0.0,0.0,,0.0,0.0,19.47,83.88,Không,15.0,,,,,,,,-17.0,-5.7,22.2,233.0,Giá nằm trên SMA(100),,0.0,0.0,0.2,0.1,0.4,86.9,,,,,,,,,,,,,,,,5.2,0.1,0.1,1.4
NVB,HNX,Ngân hàng,28292.0,-80.2,2.1,1.8,2.8,2.1,0.1,1.1,,42.6,42.4,5.2,0.3,-6.1,4.3,,0.0,,Giá cắt xuống SMA(20),,,,,,34.47,,12.58,8.81,5.72,5.0,69.0,43.0,86.0,4.17,Mua < Bán,14.7,44.2,1.06,51.0,,Bán,111.0,,2.0,-2428.0,MACD Histogram > 0 và giảm dần,0.4,0.5,0.7,0.4,,Giá nằm dưới SMA(50),,,,Tín hiệu bán,,Trung tính,-1.34,0.0,,-1.34,0.0,65.17,104.47,Không,50.0,,,-4672.7,122.0,91.2,549.7,,-23.4,-63.0,77.1,348.8,Giá nằm trên SMA(100),,-1.34,746.6,542.1,385.2,744.0,6.3,,,,,,,,-3.8,11.4,-0.9,,,,,-2428.0,16.7,-1.0,-4.4,0.1
NVL,HSX,Bất động sản,29281.0,0.5,2.0,1.5,3.0,3.0,0.0,1.0,,41.4,86.4,6.6,0.5,176.8,0.7,30.2,0.0,,Giá nằm dưới SMA(20),90.74,-3.66,,,34.78,,1.2,536.71,444.99,297.94,28.0,19.0,9.0,78.0,276.34,Mua < Bán,14.3,39.0,9.25,34.0,Chờ bán,Bán,-4114.0,2.0,,81.0,MACD Histogram < 0 và giảm dần,0.6,0.7,1.0,0.9,,Giá nằm dưới SMA(50),,,,,,Trung tính,-12.0,-8.63,,0.7,-8.63,40.2,-58.55,Không,65.0,-196.5,-24.1,165.6,22.0,155.0,,,-25.9,-84.5,81.5,76.5,Giá nằm dưới SMA(100),,0.7,32467.9,27214.7,19005.7,21301.0,25.5,100.0,,,,,,,0.1,,,,,,,81.0,7.7,-6.8,-10.8,-10.7
NVP,UPCOM,"Điện, nước & xăng dầu khí đốt",,,,2.3,,2.8,0.3,0.2,,100.0,95.5,1350.0,5.0,,,,,,Giá nằm trên SMA(20),,,77.57,36.01,,,,0.0,0.0,0.0,,,,,0.0,,13.8,93.6,0.0,,,Mua mạnh,0.0,1.0,,,MACD Histogram > 0 và tăng dần,5.0,2.0,4.0,8.3,,Giá nằm trên SMA(50),,,,,,Trung tính,31.43,84.0,,15.0,84.0,108.59,151.31,Không,3.2,,,,,,,,-14.0,-14.0,108.6,304.8,Giá nằm trên SMA(100),,15.0,0.0,0.1,0.0,0.0,97.4,,,,,,,,,,,,,,,,31.1,51.8,47.8,35.2
NVT,HSX,Bất động sản,699.0,4.1,2.4,2.1,2.6,3.8,0.0,0.3,,100.0,40.0,176.7,0.7,78.8,3.2,7.7,0.0,,Giá nằm dưới SMA(20),8.92,8.13,,,57.62,23.21,0.4,0.01,0.02,0.02,59.0,66.0,51.0,37.0,0.01,,7.72,43.8,0.07,53.0,,Trung tính,0.0,0.0,0.0,98.0,MACD Histogram > 0 và tăng dần,1.0,0.4,0.4,0.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,2.8,-7.54,,0.0,-7.54,-3.38,62.53,Không,6.0,-15.9,-10.3,8.9,15.8,6.1,,-509.9,-20.2,-76.5,8.0,376.5,Giá nằm dưới SMA(100),,0.0,0.9,2.6,2.2,4.1,94.2,1.0,,,,,,,0.8,,,,,,,98.0,-4.5,-0.8,-5.4,-5.5
NWT,UPCOM,Du lịch và Giải trí,,,,2.1,,3.2,0.0,0.2,,,,,,,,,,,,,,112.96,29.09,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,10.0,,,,,,,,,,,,,,,,,,,94.3,,,,,,,,,,,,,,,,,,,
NXT,UPCOM,Xây dựng và Vật liệu,,,,1.6,,2.8,-0.2,0.6,,80.0,38.6,16.9,0.3,,,,,,Giá nằm dưới SMA(20),,,-38.9,-17.65,,,,0.0,0.01,0.01,,,,,0.0,,3.9,44.6,0.09,,,Bán,0.0,0.0,0.0,,MACD Histogram < 0 và tăng dần,0.7,0.4,0.2,0.0,,Giá nằm dưới SMA(50),,,,,,Trung tính,-2.5,-13.89,,0.0,-13.89,-20.34,,Không,75.0,,,,,,,,-52.4,-81.3,18.2,13.0,Giá nằm dưới SMA(100),,0.0,0.8,1.3,2.4,15.2,,,,,,,,,,,,,,,,,-14.8,-4.7,-13.3,-4.5
OCB,HSX,Ngân hàng,34353.0,9.5,2.5,3.1,3.4,1.4,0.0,1.1,,45.8,21.3,53.4,0.8,11.4,1.0,,7.0,,Giá nằm trên SMA(20),12.65,8.77,-3.93,-8.76,,30.02,,52.64,50.14,47.06,84.0,76.0,81.0,68.0,44.95,Mua < Bán,12.9,50.2,19.53,77.0,,Mua,-19.0,0.0,0.0,1130.0,MACD Histogram < 0 và tăng dần,1.0,1.0,1.0,0.5,,Giá nằm dưới SMA(50),,,,,,Trung tính,-0.77,1.57,,0.0,1.57,28.85,,Không,30.0,,,3008.3,16.3,-0.6,10.6,-25.3,-16.2,-13.3,65.4,115.0,Giá nằm trên SMA(100),,0.0,3518.7,3581.7,3653.2,7228.1,60.5,,,,,,,,1.1,3.5,3.5,,,,,1130.0,18.8,0.1,-1.8,6.4
OCH,HNX,Thực phẩm và đồ uống,1160.0,11.9,2.4,2.7,3.5,2.4,0.0,0.7,,16.1,28.9,1.7,0.8,6.8,0.8,13.2,0.0,,Giá nằm dưới SMA(20),0.93,-3.51,36.65,35.92,36.4,,0.8,0.16,0.12,0.13,49.0,46.0,19.0,38.0,0.13,,5.8,31.9,0.09,38.0,,Bán mạnh,-1.0,0.0,0.0,847.0,MACD Histogram < 0 và tăng dần,1.0,1.3,1.2,0.4,,Giá nằm dưới SMA(50),,,,,,Trung tính,-3.33,-3.33,,0.0,-3.33,3.57,-30.12,Không,45.0,-112.6,-34.7,169.5,17.6,8.9,,,-35.6,-83.1,23.4,61.1,Giá nằm dưới SMA(100),,0.0,23.5,18.4,19.8,58.7,71.9,3.0,,,,,,,4.3,,,,,,,847.0,-7.3,-3.2,-5.4,-5.9
ODE,UPCOM,Truyền thông,,,,1.7,2.9,3.4,0.0,0.1,,97.7,37.8,21.2,1.1,,,,,Giá cắt xuống SMA(5),Giá cắt xuống SMA(20),,,-78.58,,,,,0.95,0.93,0.91,,,,,0.98,,45.7,48.7,0.0,,,Trung tính,0.0,,1.0,,MACD Histogram < 0 và giảm dần,1.3,1.2,1.1,1.1,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,,,,Trung tính,-0.38,0.34,,-0.62,0.34,3.21,,Không,95.0,,,,,,,,-1.1,-45.0,6.3,23.2,Giá nằm trên SMA(100),,-0.62,16.4,18.2,18.8,19.3,5.0,,,,,,,,,,,,,,,,1.6,-0.2,0.1,0.4
OGC,HSX,Dịch vụ tài chính,1110.0,19.4,2.0,2.5,2.3,2.6,-0.2,1.0,,40.1,62.3,102.4,0.7,9.5,1.7,13.4,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),2.26,-3.59,26.8,9.84,36.35,1.39,0.9,1.37,1.76,1.72,56.0,10.0,6.0,39.0,1.1,Mua < Bán,3.7,27.1,0.27,28.0,,Bán mạnh,-42.0,2.0,,390.0,MACD Histogram < 0 và tăng dần,1.0,0.7,0.7,0.3,,Giá nằm dưới SMA(50),,,,,,Trung tính,-6.09,-12.94,,0.54,-12.94,-8.87,-51.95,Không,45.0,-116.7,-29.3,117.0,9.8,8.9,-51.5,,-35.3,-89.0,5.7,230.4,Giá nằm dưới SMA(100),,0.54,308.0,424.8,421.6,923.9,50.6,3.0,,,,,,,2.6,,,,,,,390.0,-15.7,-7.5,-15.8,-14.9
OIL,UPCOM,Dầu khí,11229.0,2.8,2.2,1.5,3.2,3.0,-0.2,1.0,,52.8,47.8,10.6,1.0,37.5,1.1,35.3,2.1,,Giá nằm dưới SMA(20),21.23,9.28,-26.94,12.26,2.92,0.45,0.7,8.23,8.67,8.71,92.0,36.0,29.0,23.0,8.61,Mua > Bán,10.8,45.0,0.71,45.0,,Bán,8.0,4.0,,289.0,MACD Histogram < 0 và tăng dần,1.3,1.1,1.1,0.6,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,1.77,-5.93,,2.17,-5.93,-6.12,40.93,Không,15.0,-38.8,-9.8,299.2,15.0,10.7,109.7,-88.0,-19.6,-54.1,36.0,97.0,Giá nằm dưới SMA(100),,2.17,639.6,744.0,732.7,1282.8,89.5,17.0,,,,,,,0.7,,,,,,,289.0,-5.8,-0.9,-6.0,-6.2
ONE,HNX,Công nghệ Thông tin,42.0,10.3,,1.5,,4.2,-0.1,0.6,,,35.9,3.8,0.0,4.1,0.4,0.5,0.0,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),10.83,8.53,-29.07,-20.81,7.7,1.16,0.3,0.03,0.03,0.02,,,,,0.0,,5.3,44.8,5.13,,,Bán mạnh,-4.0,,1.0,1299.0,MACD Histogram < 0 và giảm dần,0.0,0.0,0.0,0.0,Giá cắt xuống SMA(10),Giá cắt xuống SMA(50),,,,,,Trung tính,-1.85,-1.85,,-1.85,-1.85,6.0,55.02,Có,80.0,75.4,7.8,10.3,401.4,16.3,,,-13.1,-55.5,20.4,276.4,Giá nằm dưới SMA(100),,-1.85,4.8,5.4,4.5,7.0,5.0,0.0,134.9,104.4,0.0,2.0,160.0,0.1,2.8,,,"{'vi': 'Giá cắt xuống SMA(200)', 'en': 'Price cross below SMA(200)'}",,110.91,104.0,1299.0,-0.5,-2.0,-1.7,-0.4
ONW,UPCOM,Du lịch và Giải trí,,,,1.8,,2.0,0.3,0.1,,,,,,,,,,,,,,406.11,,,,,0.0,0.0,0.0,,,,,,,,,14.69,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,40.0,,,,,,,,,,,,,,,,,,,17.5,,,,,,,,,,,,,,,,,,,
OPC,HSX,Y tế,1422.0,12.3,2.4,2.6,3.0,4.2,-0.1,0.3,,100.0,27.4,18.2,0.5,14.4,1.7,9.5,0.0,,Giá nằm dưới SMA(20),-3.61,-0.42,-12.41,-15.14,42.99,9.23,0.0,0.09,0.05,0.06,35.0,57.0,32.0,24.0,0.04,,22.2,35.8,0.65,37.0,,Bán mạnh,0.0,,1.0,1546.0,MACD Histogram < 0 và giảm dần,0.5,0.8,0.6,0.5,,Giá nằm dưới SMA(50),,,,,,Trung tính,-1.11,-1.33,,-0.22,-1.33,-5.93,13.65,Không,55.0,9.6,11.0,99.0,9.8,-4.8,-0.5,-24.8,-12.6,-14.2,5.7,1405.3,Giá nằm dưới SMA(100),,-0.22,3.5,2.2,2.8,3.5,26.7,1.0,,,,,,,8.3,,,,,,,1546.0,-4.7,-1.1,-2.1,-4.0
ORS,HSX,Dịch vụ tài chính,4872.0,2.4,2.6,3.8,3.0,3.2,-0.1,1.3,,32.9,44.9,4.1,0.4,53.1,1.2,11.7,0.0,Giá cắt xuống SMA(5),Giá cắt xuống SMA(20),-26.39,64.33,65.9,32.93,77.46,37.52,1.0,62.03,89.02,58.02,54.0,81.0,94.0,32.0,29.7,Mua < Bán,14.5,49.4,0.4,65.0,,Bán,-816.0,,1.0,273.0,MACD Histogram < 0 và giảm dần,0.5,0.4,0.5,0.3,,Giá cắt xuống SMA(50),,,,Tín hiệu bán,,Trung tính,-9.66,2.84,,-1.69,2.84,2.47,217.11,Có,85.0,-63.2,-26.3,91.7,-34.3,-47.9,0.8,-204.9,-14.7,-44.5,101.7,1355.6,Giá nằm trên SMA(100),,-1.69,3839.1,5702.1,4036.7,6221.1,12.8,8.0,22.2,,-0.7,133.0,356.0,3.1,0.8,,,,-75.02,12.3,3941.0,273.0,21.3,0.0,-0.4,16.9
PAC,HSX,Hàng & Dịch vụ Công nghiệp,1561.0,12.0,2.1,2.2,3.0,2.8,-0.2,1.0,,42.0,9.7,12.3,0.7,13.4,1.6,10.8,5.4,,Giá nằm dưới SMA(20),0.64,0.81,9.92,-12.72,9.56,1.79,1.5,7.98,8.19,7.34,85.0,14.0,1.0,17.0,5.47,Mua < Bán,22.4,35.2,12.07,29.0,,Bán mạnh,3.0,,2.0,1675.0,MACD Histogram < 0 và tăng dần,0.8,0.8,0.8,0.5,,Giá nằm dưới SMA(50),,,,,,Trung tính,-6.86,-11.11,,-0.44,-11.11,-10.65,61.45,Có,30.0,-90.1,-47.9,116.8,14.1,6.5,-49.7,14.3,-38.6,-35.4,23.6,1002.2,Giá nằm dưới SMA(100),,-0.44,308.3,327.0,300.8,466.0,74.2,3.0,0.3,-58.5,-1.4,16.0,909.0,0.5,4.1,,,,-9.7,-26.88,993.0,1675.0,-9.3,-7.1,-12.9,-15.0
PAI,UPCOM,Viễn thông,49.0,6.6,,2.6,,5.0,0.2,-0.3,,,96.0,,,,,,0.0,,,-13.72,1.68,-14.59,,18.15,2.53,0.0,0.0,0.0,0.0,,,,,,,,,0.17,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,2.0,,,,,,,,,,,,,,,,,,,97.7,,,,,,,,4.9,,,,,,,650.0,,,,
PAN,HSX,Thực phẩm và đồ uống,6424.0,13.6,2.8,2.9,3.5,3.4,0.0,0.9,,61.0,68.8,13.4,0.8,9.5,1.2,9.8,2.1,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),22.55,15.68,50.0,18.8,19.23,3.45,1.0,37.46,35.85,33.79,86.0,24.0,39.0,73.0,31.01,Mua < Bán,30.75,45.6,21.01,56.0,Mua,Trung tính,33.0,1.0,,3251.0,MACD Histogram < 0 và tăng dần,1.0,1.0,1.1,0.6,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,-1.91,-7.66,,2.84,-7.66,32.23,63.89,Không,50.0,-102.1,-31.7,679.1,19.4,19.0,49.6,28.8,-13.6,-30.0,53.0,1078.5,Giá nằm dưới SMA(100),,2.84,1044.2,1067.0,916.6,1583.7,39.8,17.0,,,,,,,3.1,,,,,,,3251.0,9.8,-1.0,-4.5,-0.5
PAP,UPCOM,Hàng & Dịch vụ Công nghiệp,5684.0,-17.7,1.8,1.0,,2.6,0.1,0.2,,,49.5,19.0,0.1,-14.1,2.7,-37.7,0.0,,Giá cắt xuống SMA(20),,,,,,,2.3,0.01,0.02,0.05,3.0,39.0,7.0,47.0,0.0,,24.5,41.8,0.0,24.0,,Bán mạnh,0.0,,1.0,-1736.0,MACD Histogram < 0 và giảm dần,0.4,0.1,0.1,0.0,Giá cắt xuống SMA(10),Giá nằm dưới SMA(50),,,Tín hiệu bán,Tín hiệu bán,,Trung tính,1.24,-4.67,,-6.13,-4.67,27.86,,Có,25.0,-47.0,-24.1,-402.8,,,-1424.0,,-40.2,-38.8,31.0,160.6,Giá nằm dưới SMA(100),,-6.13,0.3,1.0,1.8,2.2,32.4,8.0,181.0,,0.0,-131.0,43.0,76.6,-4.5,,,,,,2077.0,-1736.0,-12.5,-4.9,-6.7,-7.6
PAS,UPCOM,Tài nguyên Cơ bản,93.0,1.5,2.1,1.6,2.9,2.2,-0.1,1.0,,2.6,53.7,0.4,0.2,16.8,0.3,22.4,0.0,,Giá nằm dưới SMA(20),56.34,-0.88,,49.72,2.81,0.4,1.1,0.17,0.2,0.46,,,,,0.05,,3.3,33.1,1.08,,,Bán mạnh,0.0,,1.0,197.0,MACD Histogram < 0 và tăng dần,0.3,0.3,0.2,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,-3.28,-24.97,,-0.9,-24.97,0.0,-66.92,Không,95.0,-479.6,-41.8,5.5,64.0,17.2,301.3,-50.7,-29.8,-86.8,57.1,49.5,Giá nằm dưới SMA(100),,-0.9,49.8,58.7,103.2,214.3,,1.0,,,,,,,0.6,,,,,,,197.0,1.9,-12.1,-15.1,-5.2
PAT,UPCOM,Hóa chất,2472.0,49.5,3.4,2.5,,4.8,0.0,0.5,,73.2,36.9,0.9,2.2,7.0,3.2,7.0,11.2,,Giá nằm trên SMA(20),0.63,,-7.23,,25.75,21.7,0.3,4.06,2.72,1.98,94.0,90.0,72.0,72.0,6.68,Mua < Bán,101.0,68.5,0.32,82.0,,Mua mạnh,-31.0,4.0,,14133.0,MACD Histogram > 0 và tăng dần,2.4,3.1,3.6,3.6,,Giá nằm trên SMA(50),,,,,,Trung tính,7.56,9.73,Tín hiệu mua,4.79,9.73,20.7,,Có,35.0,-7.3,-15.6,353.3,-19.1,109.0,63.2,39.3,-3.9,-27.3,33.2,138.4,Giá nằm trên SMA(100),,4.79,28.7,21.7,18.5,19.0,51.0,3.0,6.1,41.6,0.1,110.0,507.0,1.3,33.1,,,,49.67,,765.0,14133.0,12.3,6.7,8.4,8.8
PBC,UPCOM,Y tế,685.0,0.6,1.8,2.0,3.0,1.6,-0.1,0.6,,29.4,36.0,21.8,1.8,87.6,0.5,24.9,0.0,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),-20.52,1.48,-44.92,13.32,13.27,,1.2,0.2,0.19,0.2,34.0,21.0,10.0,18.0,0.3,,5.8,32.1,0.0,21.0,,Bán mạnh,0.0,,1.0,67.0,MACD Histogram < 0 và tăng dần,2.2,1.8,1.7,1.2,Giá cắt xuống SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,-1.71,-9.25,,-4.39,-9.25,-10.3,-59.69,Không,15.0,-220.8,-45.7,7.8,9.6,-7.6,-525.1,43.5,-28.9,-76.4,3.0,1.2,Giá nằm dưới SMA(100),,-4.39,23.0,27.7,30.6,42.1,86.9,2.0,,,,,,,0.2,,,,,,,67.0,-14.7,-4.5,-8.7,-11.8
PBP,HNX,Hàng & Dịch vụ Công nghiệp,60.0,11.3,,2.2,,4.4,-0.1,0.6,,97.1,24.9,15.1,5.0,7.3,0.8,1.7,7.0,Giá cắt lên SMA(5),Giá nằm trên SMA(20),2.92,10.6,1.48,8.78,8.93,2.41,0.2,0.41,0.28,0.17,,,,,1.06,,12.5,56.9,0.6,,,Mua,-44.0,1.0,,1703.0,MACD Histogram > 0 và giảm dần,5.7,6.4,8.7,10.0,,Giá nằm trên SMA(50),,,,,,Trung tính,-0.35,4.32,,0.4,4.32,3.51,133.55,Có,45.0,55.0,22.6,8.2,8.1,9.8,-30.0,-3.9,-6.0,-66.5,21.4,254.8,Giá nằm trên SMA(100),,0.4,15.0,13.2,9.7,8.5,51.0,0.0,-16.5,-16.7,-0.5,2.0,79.0,0.1,6.1,,,,-13.36,37.47,73.0,1703.0,4.7,1.3,1.8,2.7
PBT,UPCOM,Hàng & Dịch vụ Công nghiệp,197.0,11.0,,1.9,3.5,4.4,0.4,0.5,,50.0,94.7,203.8,7.8,9.4,1.0,6.5,9.3,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),11.79,19.26,8.93,3.87,4.36,1.74,0.5,0.01,0.01,0.01,,,,,0.06,,13.1,30.0,0.0,,,Bán mạnh,0.0,1.0,,1200.0,MACD Histogram < 0 và tăng dần,37.0,12.9,19.1,4.1,,Giá nằm dưới SMA(50),,,,,,Thoát vùng quá bán,-28.61,-52.36,,13.91,-52.36,95.55,139.31,Có,10.0,15.9,6.7,21.0,65.5,120.7,55.2,29.2,-62.4,-62.4,98.4,240.6,Giá nằm dưới SMA(100),,13.91,0.1,0.4,0.3,1.3,83.3,0.0,-0.6,2.6,0.4,6.0,359.0,0.2,5.4,,,,24.13,50.02,191.0,1200.0,-13.3,-44.0,-41.4,-26.5
PC1,HSX,Xây dựng và Vật liệu,7940.0,7.8,2.3,3.0,3.6,3.0,-0.1,1.1,,27.7,27.3,7.2,0.6,18.7,1.4,7.9,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),31.13,11.54,1192.84,-2.99,17.36,4.83,1.4,68.12,74.58,61.66,19.0,9.0,19.0,24.0,41.49,Mua < Bán,22.2,33.7,12.86,18.0,Chờ mua,Bán mạnh,-7006.0,1.0,,1189.0,MACD Histogram < 0 và tăng dần,0.7,0.6,0.8,0.5,,Giá nằm dưới SMA(50),,,,,,Trung tính,-4.93,-13.28,,0.68,-13.28,-4.39,117.04,Không,60.0,-110.2,-39.2,425.2,-6.6,-14.1,-10.7,-31.4,-31.7,-31.0,20.6,381.4,Giá nằm dưới SMA(100),,0.68,2672.9,3025.1,2487.7,3955.0,9.7,19.0,,,,,,,1.9,,,,,,,1189.0,-6.0,-7.5,-14.2,-10.2
PCC,UPCOM,Xây dựng và Vật liệu,,,,1.9,,2.2,0.1,0.1,Tín hiệu mua,100.0,66.7,,,,,,,,Giá nằm trên SMA(20),,,44.4,,,,,0.0,0.0,0.0,,,,,0.02,,26.0,93.6,0.0,,,Mua mạnh,0.0,1.0,,,MACD Histogram > 0 và tăng dần,,,5.9,14.8,,Giá nằm trên SMA(50),,,,,,Vào vùng quá mua,6.12,8.33,Tín hiệu mua,6.12,8.33,7.2,180.23,Không,50.0,,,,,,,,-18.5,-15.9,19.8,337.9,Giá nằm trên SMA(100),,6.12,0.0,0.0,0.1,0.1,40.0,,,,,,,,,,,"{'vi': 'Giá cắt lên SMA(200)', 'en': 'Price cross above SMA(200)'}",,,,,4.9,6.1,7.4,5.1
PCE,HNX,Hóa chất,194.0,14.7,,2.3,,5.0,0.0,0.4,,,50.0,,,6.9,1.0,5.8,15.6,,,-0.74,10.33,32.38,12.23,2.18,0.37,0.0,0.07,0.06,0.07,,,,,,,,,0.44,,,,0.0,0.0,0.0,2793.0,,,,,,,,,,,,,,,,,,,,,Có,11.0,54.7,38.8,27.9,-15.0,28.5,-55.0,26.6,,,,,,,,,,,,83.0,0.0,-59.5,-83.4,0.6,2.0,610.0,0.1,8.4,,,,10.85,97.93,188.0,2793.0,,,,
PCF,UPCOM,Thực phẩm và đồ uống,17.0,-0.1,,1.5,,4.2,0.1,0.5,,100.0,22.6,18.5,0.1,-603.5,0.8,35.8,0.0,,Giá nằm trên SMA(20),-86.96,-41.53,-70.78,-14.98,8.18,,0.1,0.01,0.01,0.06,,,,,0.0,,5.8,47.5,0.57,,,Mua,0.0,0.0,0.0,,MACD Histogram > 0 và tăng dần,0.1,0.1,0.0,0.0,,Giá nằm dưới SMA(50),,,,,,Trung tính,1.75,0.0,,0.0,0.0,22.47,56.76,Không,40.0,37.8,17.9,0.0,,,,,-30.1,-44.7,34.9,176.2,Giá nằm dưới SMA(100),,0.0,1.3,1.5,6.5,12.8,58.8,0.0,,,,,,,-0.1,,,,,,,-10.0,0.9,0.5,-3.6,-2.1
PCG,UPCOM,"Điện, nước & xăng dầu khí đốt",39.0,-1.2,,1.1,3.5,3.4,-0.3,0.4,,3.2,20.6,2.5,0.3,-20.4,0.3,-1589.8,0.0,,Giá nằm trên SMA(20),12.43,3.1,,,4.96,,0.1,0.0,0.01,0.02,27.0,24.0,20.0,6.0,0.01,,2.2,55.4,42.27,19.0,,Trung tính,45.0,,1.0,-101.0,MACD Histogram > 0 và giảm dần,,0.6,0.3,0.4,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,,,,Thoát vùng quá mua,0.0,10.0,,-4.35,10.0,-60.0,-58.49,Không,35.0,-19.6,-3.2,-1.9,-36.3,-88.5,,,-15.4,-90.7,22.2,15.8,Giá nằm trên SMA(100),,-4.35,0.0,5.5,9.0,7.1,1.2,0.0,,,,,,,-0.8,,,,,,,-101.0,-15.7,3.8,4.1,2.4
